published_at,source,author,title,description,content,url,date
2026-04-13 21:05:18+00:00,PCMag.com,Charles Jefferies,Lenovo ThinkStation P3 Tower Gen 2,"Lenovo’s ThinkStation P3 Tower Gen 2 (starts at $1,499; about $6,766 as tested) delivers the essentials you want in an entry-level desktop workstation, and lets you climb the ladder from there. The P3 starts off affordably priced, and you can tailor it for pr…","Lenovos ThinkStation P3 Tower Gen 2 (starts at $1,499; about $6,766 as tested) delivers the essentials you want in an entry-level desktop workstation, and lets you climb the ladder from there. The P3… [+10854 chars]",https://me.pcmag.com/en/old-desktop-pcs/36549/lenovo-thinkstation-p3-tower-gen-2,4/13/26
2026-04-13 21:05:18+00:00,PCMag.com,Charles Jefferies,Lenovo ThinkStation P3 Tower Gen 2,"Lenovo’s ThinkStation P3 Tower Gen 2 (starts at $1,499; about $6,766 as tested) delivers the essentials you want in an entry-level desktop workstation, and lets you climb the ladder from there. The P3 starts off affordably priced, and you can tailor it for pr…","Lenovos ThinkStation P3 Tower Gen 2 (starts at $1,499; about $6,766 as tested) delivers the essentials you want in an entry-level desktop workstation, and lets you climb the ladder from there. The P3… [+10854 chars]",https://uk.pcmag.com/desktop-pcs/164393/lenovo-thinkstation-p3-tower-gen-2,4/13/26
2026-04-13 19:15:46+00:00,Wccftech,Muhammad Zuhair,TSMC Is Now Pushing to Solve One of the Biggest Constraints For the AI Industry Through Massive Investments in Taiwan and the US,"One of the biggest supply constraints the AI industry faces is with advanced packaging, and given that every entity relies on TSMC, it appears the firm is gearing up to add significant capacity. TSMC's Advanced Packaging Supply Constraints Force the Firm to R…","One of the biggest supply constraints the AI industry faces is with advanced packaging, and given that every entity relies on TSMC, it appears the firm is gearing up to add significant capacity.
We … [+2088 chars]",https://wccftech.com/tsmc-is-now-pushing-to-solve-one-of-the-biggest-constraints-for-the-ai-industry/,4/13/26
2026-04-13 18:00:00+00:00,Cult of Mac,,"Apple Macbook Air (2020) 13"" i3 1.1GHz 8GB RAM 128GB SSD (Refurbished) for $289","Expires April 22, 2126 07:59 PST




 Buy now and get 70% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Lightweight, Reliable & Ready for Everyday Tasks

The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a…","The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a sleek &amp; portable design, making it ideal for everyday tasks like browsing, document work &amp; streaming. Powered by a … [+2368 chars]",https://deals.cultofmac.com/sales/apple-macbook-air-2020-13-i3-1-1ghz-8gb-ram-128gb-ssd-space-gray-refurb?aid=&utm_campaign=feed&utm_medium=RSS&utm_source=cultofmac,4/13/26
2026-04-13 18:00:00+00:00,Boing Boing,,"Apple Macbook Air (2020) 13"" i3 1.1GHz 8GB RAM 128GB SSD (Refurbished) for $289","Expires April 22, 2126 07:59 PST




 Buy now and get 70% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Lightweight, Reliable & Ready for Everyday Tasks

The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a…","The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a sleek &amp; portable design, making it ideal for everyday tasks like browsing, document work &amp; streaming. Powered by a … [+2368 chars]",https://store.boingboing.net/sales/apple-macbook-air-2020-13-i3-1-1ghz-8gb-ram-128gb-ssd-space-gray-refurb?aid=&utm_campaign=feed&utm_medium=RSS&utm_source=boingboing,4/13/26
2026-04-13 18:00:00+00:00,Android Authority,,"Apple Macbook Air (2020) 13"" i3 1.1GHz 8GB RAM 128GB SSD (Refurbished) for $289","Expires April 22, 2126 07:59 PST




 Buy now and get 70% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Lightweight, Reliable & Ready for Everyday Tasks

The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a…","The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a sleek &amp; portable design, making it ideal for everyday tasks like browsing, document work &amp; streaming. Powered by a … [+2368 chars]",https://deals.androidauthority.com/sales/apple-macbook-air-2020-13-i3-1-1ghz-8gb-ram-128gb-ssd-space-gray-refurb?aid=&utm_campaign=feed&utm_medium=RSS&utm_source=androidauthroity,4/13/26
2026-04-13 18:00:00+00:00,Geekdad.com,,"Apple Macbook Air (2020) 13"" i3 1.1GHz 8GB RAM 128GB SSD (Refurbished) for $289","Expires April 22, 2126 07:59 PST




 Buy now and get 70% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Lightweight, Reliable & Ready for Everyday Tasks

The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a…","The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a sleek &amp; portable design, making it ideal for everyday tasks like browsing, document work &amp; streaming. Powered by a … [+2368 chars]",https://deals.geekdad.com/sales/apple-macbook-air-2020-13-i3-1-1ghz-8gb-ram-128gb-ssd-space-gray-refurb?aid=&utm_campaign=feed&utm_medium=RSS&utm_source=geekdad,4/13/26
2026-04-13 18:00:00+00:00,AndroidGuys,,"Apple Macbook Air (2020) 13"" i3 1.1GHz 8GB RAM 128GB SSD (Refurbished) for $289","Expires April 22, 2126 07:59 PST




 Buy now and get 70% off




 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 
 
 

 

 
 KEY FEATURES
Lightweight, Reliable & Ready for Everyday Tasks

The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a…","The Apple MacBook Air 13.3-inch (2020) combines reliable performance with a sleek &amp; portable design, making it ideal for everyday tasks like browsing, document work &amp; streaming. Powered by a … [+2368 chars]",https://deals.androidguys.com/sales/apple-macbook-air-2020-13-i3-1-1ghz-8gb-ram-128gb-ssd-space-gray-refurb?aid=&utm_campaign=feed&utm_medium=RSS&utm_source=androidguys,4/13/26
2026-04-13 17:17:32+00:00,Tom's Hardware UK,Zhiye Liu,"Intel's Nova Lake CPUs gear up to seize AMD’s 3D V-Cache gaming throne — early leak points to up to 52 cores, blazing DDR5-8000 support, and massive 175W TDP",VideoCardz shares the alleged preliminary SKU list for Intel's upcoming Core Ultra 400S (codenamed Nova Lake) processors.,"The Core Ultra 200K Plus (codenamed Arrow Lake Refresh) series reestablished Intel’s place in the processor market, but that's just the start. With its next-generation Core Ultra 400S (Nova Lake) chi… [+8836 chars]",https://www.tomshardware.com/pc-components/cpus/intels-nova-lake-cpus-gear-up-to-seize-amds-3d-v-cache-gaming-throne-early-leak-points-to-up-to-52-cores-blazing-ddr5-8000-support-and-massive-175w-tdp,4/13/26
2026-04-13 14:57:44+00:00,Ibtimes.com.au,Mike Clair,Intel Stock Climbs 2.9% as AI Packaging Deals and Foundry Turnaround Spark Rally Ahead of Q1 Earnings,"NEW YORK — Intel Corp. shares advanced nearly 3% in early trading Monday to $64.17 as investors bet on the chipmaker's accelerating foundry momentum, potential billion-dollar advanced packaging wins with hyperscalers and a broader turnaround under new leaders…","NEW YORK — Intel Corp. shares advanced nearly 3% in early trading Monday to $64.17 as investors bet on the chipmaker's accelerating foundry momentum, potential billion-dollar advanced packaging wins … [+6761 chars]",https://www.ibtimes.com.au/intel-stock-climbs-29-ai-packaging-deals-foundry-turnaround-spark-rally-ahead-q1-earnings-1866404,4/13/26
2026-04-13 13:34:11+00:00,Yahoo Entertainment,Carmen Reinicke and Ryan Vlastelica,Intel’s $100 Billion April Rally Makes It Market’s Hottest Stock,(Bloomberg) -- Intel Corp. has quickly become one of the hottest stocks in the S&P 500 Index thanks to a nine-day surge that has added more than $100 billion...,"(Bloomberg) -- Intel Corp. has quickly become one of the hottest stocks in the S&amp;P 500 Index thanks to a nine-day surge that has added more than $100 billion in market value.
A rash of good news… [+4973 chars]",https://finance.yahoo.com/news/intel-100-billion-april-rally-094828242.html,4/13/26
2026-04-16 13:21:06+00:00,The-independent.com,Chan Ho-Him,Apple and Nvida chipmaker TSMC reports huge jump in profits amid Iran war,The world's largest contract chipmaker also warned of potential impacts from the Iran war,"Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+3544 chars]",https://www.the-independent.com/tech/tsmc-nvida-apple-profits-chips-ai-b2959012.html,4/16/26
2026-04-16 13:00:09+00:00,Macdailynews.com,MacDailyNews,"Apple Silicon supplier TSMC Q1 profit jumps 58% to record, beats expectations","Apple Silicon supplier TSMC, the world's largest contract ​chipmaker, posted a ‌58% jump in first-quarter net profit on Thursday, ​beating…
The post Apple Silicon supplier TSMC Q1 profit jumps 58% to record, beats expectations appeared first on MacDailyNews.","Apple Silicon supplier TSMC, the world’s largest contract chipmaker, posted a 58% jump in first-quarter net profit on Thursday, beating market forecasts and hitting a record, as it benefits from huge… [+1741 chars]",https://macdailynews.com/2026/04/16/apple-silicon-supplier-tsmc-q1-profit-jumps-58-to-record-beats-expectations/,4/16/26
2026-04-16 11:11:42+00:00,BusinessLine,"Team BL, KS Badri Narayanan","Stock Market Highlights: Sensex, Nifty settle marginally lower; Sensex closes down 122 points at 77,988, Nifty50 dips 34 points to 24,196","Sensex, Nifty, Share Price Updates: Benchmarks settled marginally lower. Sensex declined 122.56 pts or 0.16% to 77,988.68, and Nifty 50 dipped 34.55 pts or 0.14% to 24,196.75.","<li></li>
April 16, 2026 16:41(This live blog is now closed)
<li></li>
April 16, 2026 16:37Stock markets close lower on profit-taking in financial shares
Benchmark indices Sensex and Nifty closed… [+61177 chars]",https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-16-april-2026/article70865685.ece,4/16/26
2026-04-16 10:47:29+00:00,CNA,,"Strong ASML, TSMC forecasts signal AI spending boom is intact",April 16 : Strong forecasts from ASML and TSMC this week point to another quarter of hefty spending by American cloud-computing giants as they race to secure advanced chips needed for their artificial intelligence build-outs.The results suggest that demand st…,April 16 : Strong forecasts from ASML and TSMC this week point to another quarter of hefty spending by American cloud-computing giants as they race to secure advanced chips needed for their artificia… [+2397 chars],https://www.channelnewsasia.com/business/strong-asml-tsmc-forecasts-signal-ai-spending-boom-intact-6060766,4/16/26
2026-04-16 10:43:46+00:00,The Irish Times,"Marc Jones, Gregor Stuart Hunter",Stocks back to record-setting ways on Middle East truce hopes,"GLOBAL-MARKETS/ (WRAPUP 4, PIX):GLOBAL MARKETS-Stocks back to record-setting ways on Middle East truce hopes","World stocks climbed for a tenth straight day to hit new record highs on Thursday, as equity markets completed a remarkable six-week round trip from the heavy sell-offs sparked by the United States a… [+3751 chars]",https://www.irishtimes.com/business/markets/2026/04/16/stocks-back-to-record-setting-ways-on-middle-east-truce-hopes/,4/16/26
2026-04-16 10:25:55+00:00,seattlepi.com,"By CHAN HO-HIM, AP Business Writer","Taiwan's chipmaker TSMC reports 58% jump in profit, warns about Iran war impacts","Taiwan’s chipmaker TSMC has reported a 58% jump in profit for the January-March quarter thanks to strong demand driven by the artificial intelligence boom even as the Iran war was driving up costs. Taiwan Semiconductor Manufacturing Corp., a key supplier for …","A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://www.seattlepi.com/news/world/article/taiwan-s-chipmaker-tsmc-reports-58-profit-jump-22209550.php,4/16/26
2026-04-16 10:25:54+00:00,Phoronix,Michael Larabel,Linux Begins Removing Support For Russia's Baikal CPUs,"Beyond Linux 7.1 beginning to phase out Intel 486 CPU support, this next Linux kernel version is also beginning to remove driver code for supporting Russia's Baikal CPUs...","Beyond Linux 7.1 beginning to phase out Intel 486 CPU support, this next Linux kernel version is also beginning to remove driver code for supporting Russia's Baikal CPUs.
The Baikal CPUs were Russia… [+1515 chars]",https://www.phoronix.com/news/Linux-Dropping-Baikal-CPUs,4/16/26
2026-04-16 10:20:26+00:00,Abcnews.com,CHAN HO-HIM AP business writer,"Taiwan's chipmaker TSMC reports 58% jump in profit, warns about Iran war impacts",Taiwan’s chipmaker TSMC has reported a 58% jump in profit for the January-March quarter thanks to strong demand driven by the artificial intelligence boom even as the Iran war was driving up costs,"HONG KONG -- Taiwans chipmaker TSMC, one of the worlds largest companies, reported a 58% jump in profit on Thursday for the January-March quarter, thanks to strong demand driven by the artificial int… [+2393 chars]",https://abcnews.com/Business/wireStory/taiwans-chipmaker-tsmc-reports-58-jump-profit-warns-132091419,4/16/26
2026-04-16 09:10:48+00:00,Techmeme.com,,"TSMC reports Q1 revenue up 35.1% YoY to ~$35B, net income up 58.3% YoY to ~$18B, both above est., and says 7nm or smaller chips were ~74% of its wafer revenue (Dylan Butts/CNBC)","Dylan Butts / CNBC:
TSMC reports Q1 revenue up 35.1% YoY to ~$35B, net income up 58.3% YoY to ~$18B, both above est., and says 7nm or smaller chips were ~74% of its wafer revenue  —  Taiwan Semiconductor Manufacturing Company on Thursday reported a 58% increa…","About This Page
This is a Techmeme archive page.
It shows how the site appeared at 5:10 AM ET, April 16, 2026.
The most current version of the site as always is available at our home page.
To vie… [+68 chars]",https://www.techmeme.com/260416/p9,4/16/26
2026-04-16 08:54:50+00:00,Financial Post,Bloomberg News,Stocks lose ground as traders await Iran war truce update,U.S. stocks pulled back from record highs as investors looked for progress toward a longer-term peace deal in the Middle East. Read more.,"U.S. stocks pulled back from record highs as investors looked for progress toward a longer-term peace deal in the Middle East.
THIS CONTENT IS RESERVED FOR SUBSCRIBERS ONLY
Subscribe now to read th… [+4935 chars]",https://financialpost.com/investing/stocks-extend-high-tsmc-tech-optimism,4/16/26
2026-04-16 08:54:50+00:00,Financial Post,Bloomberg News,Stocks Extend Highs as TSMC Bolsters Tech Optimism: Markets Wrap,Stocks set new highs as an upbeat forecast from Taiwan Semiconductor Manufacturing Co. added fuel to technology shares amid rising optimism that the US and Iran are seeking to extend a two-week truce.,(Bloomberg) Stocks set new highs as an upbeat forecast from Taiwan Semiconductor Manufacturing Co. added fuel to technology shares amid rising optimism that the US and Iran are seeking to extend a tw… [+5473 chars],https://financialpost.com/pmn/business-pmn/stocks-extend-highs-as-tsmc-bolsters-tech-optimism-markets-wrap,4/16/26
2026-04-16 08:49:30+00:00,Financial Post,Bloomberg News,"Taiwan Market Cap Tops $4 Trillion on AI Boom, Overtaking UK",Taiwan overtook the UK in stock market value as the island’s tech firms regained favor amid hopes for further de-escalation in the Iran war.,"(Bloomberg) Taiwan overtook the UK in stock market value as the islands tech firms regained favor amid hopes for further de-escalation in the Iran war.
THIS CONTENT IS RESERVED FOR SUBSCRIBERS ONLY… [+4713 chars]",https://financialpost.com/pmn/business-pmn/taiwan-market-cap-tops-4-trillion-on-ai-boom-overtaking-uk,4/16/26
2026-04-16 08:32:49+00:00,Nikkei.com,Staff Writer,TSMC warns higher gas prices amid Middle East conflict could impact profit,TSMC warns higher gas prices amid Middle East conflict could impact profitnikkei.com,TAIPEI -- Taiwan Semiconductor Manufacturing Co. says the rising price of gas and chipmaking chemicals due to conflicts in the Middle East could weigh on the company's profitability and the global ec… [+117 chars],https://asia.nikkei.com/business/tech/semiconductors/tsmc-warns-higher-gas-prices-amid-middle-east-conflict-could-impact-profit,4/16/26
2026-04-16 07:21:52+00:00,BusinessLine,Reuters,"TSMC set to post 50% quarterly profit jump, extend record earnings on insatiable AI demand","TSMC anticipates a 50% profit surge, driven by soaring AI chip demand, marking its fourth consecutive record earnings quarter.","TSMC, the world's largest
manufacturer of advanced artificial intelligence chips, will
likely notch up a fourth consecutive quarter of record earnings
with a 50 per cent surge in net profit for Ja… [+2143 chars]",https://www.thehindubusinessline.com/info-tech/tsmc-set-to-post-50-quarterly-profit-jump-extend-record-earnings-oninsatiable-ai-demand/article70868016.ece,4/16/26
2026-04-16 06:59:58+00:00,The Times of India,Katie Forster,AI demand drives chipmaker TSMC's net profit to fresh record,"Governments and tech giants are pouring hundreds of billions of dollars into building new data centres that can run and train AI tools such as chatbots, image generators and agents that can execute tasks. TSMC said its net profit for the first quarter of 2026…","Taiwanese chip manufacturerTSMC said Thursday that net profit for January-March leaped to a fresh quarterly record, boosted by the race to develop artificial intelligence technology.Massive global de… [+2416 chars]",https://economictimes.indiatimes.com/tech/artificial-intelligence/ai-demand-drives-chipmaker-tsmcs-net-profit-to-fresh-record/articleshow/130300150.cms,4/16/26
2026-04-16 06:46:47+00:00,Digitimes,DIGITIMES,"TSMC 1Q26 earnings: AI demand sends profit up 58%, gross margin to all-time high","Taiwan Semiconductor Manufacturing Company (TSMC) reported a first-quarter 2026 revenue of US$35.90 billion, a 40.6% jump from a year earlier, as insatiable demand for artificial intelligence (AI) processors pushed the world's largest contract chipmaker to it…","Keep me signed in
Some subscribers prefer to save their log-in information so they do not have to enter their User ID and Password each time they visit the site. To activate this function, check the… [+285 chars]",https://www.digitimes.com/news/a20260416VL214/tsmc-earnings-revenue-demand-taiwan.html,4/16/26
2026-04-16 05:55:46+00:00,Financial Post,Bloomberg News,TSMC’s Profit Surges 58% On AI-Driven Chip Demand,"Taiwan Semiconductor Manufacturing Co. booked a 58% surge in profit, a sign that the Middle East war in its first few weeks did not depress booming AI investment.","(Bloomberg) Taiwan Semiconductor Manufacturing Co. booked a 58% surge in profit, a sign that the Middle East war in its first few weeks did not depress booming AI investment. 
THIS CONTENT IS RESERV… [+5449 chars]",https://financialpost.com/pmn/business-pmn/tsmcs-profit-surges-58-on-ai-driven-chip-demand,4/16/26
2026-04-16 05:36:24+00:00,Nikkei.com,Staff Writer,TSMC Q1 profit surges 58% to record on AI boom despite Middle East tensions,TSMC Q1 profit surges 58% to record on AI boom despite Middle East tensionsnikkei.com,"TAIPEI -- Taiwan Semiconductor Manufacturing Co. on Thursday reported another record-breaking quarter, with profit surging 58.3% on the year to an all-time high as the global AI infrastructure build-… [+66 chars]",https://asia.nikkei.com/business/tech/semiconductors/tsmc-q1-profit-surges-58-to-record-on-ai-boom-despite-middle-east-tensions,4/16/26
2026-04-16 05:32:52+00:00,CNA,,"TSMC Q1 profit jumps 58% to record, beats expectations","TAIPEI, April 16 : TSMC, the world's largest contract chipmaker, posted a 58 per cent jump in first-quarter net profit on Thursday, beating market forecasts and hitting a record, as it benefits from huge appetite globally for its artificial intelligence proce…","TAIPEI, April 16 : TSMC, the world's largest contract chipmaker, posted a 58 per cent jump in first-quarter net profit on Thursday, beating market forecasts and hitting a record, as it benefits from … [+397 chars]",https://www.channelnewsasia.com/business/tsmc-q1-profit-jumps-58-record-beats-expectations-6060166,4/16/26
2026-04-16 05:01:35+00:00,SamMobile,Asif Iqbal Shaik,Elon Musk thanks Samsung for making first Tesla AI5 chip,"Samsung bagged a contract to manufacture Tesla’s AI5 chips a few months ago, and it appears to have taped out the first AI5 chip. Tesla CEO Elon Musk congratulated the company’s chip design division and thanked both Samsung and TSMC for the first tape-out of …","Samsung bagged a contract to manufacture Teslas AI5 chips a few months ago, and it appears to have taped out the first AI5 chip. Tesla CEO Elon Musk congratulated the companys chip design division an… [+1458 chars]",https://www.sammobile.com/news/elon-musk-thanks-samsung-first-tesla-ai5-chip/,4/16/26
2026-04-16 03:00:40+00:00,The Times of India,Reuters,"TSMC set to post 50% quarterly profit jump, extend record earnings on insatiable AI demand","TSMC set to post 50% quarterly profit jump, extend record earnings on insatiable AI demand. Demand for Taiwan Semiconductor Manufacturing Co's 3-nanometre technology to produce AI chips and its advanced packaging technology continues ‌to outstrip ⁠the firm's …","TSMC, the world's largest manufacturer of advanced artificial intelligence chips, will likely notch up a fourth consecutive quarter of record earnings with a 50% surge in net profit for January-March… [+2011 chars]",https://economictimes.indiatimes.com/tech/technology/tsmc-set-to-post-50-quarterly-profit-jump-extend-record-earnings-on-insatiable-ai-demand/articleshow/130296497.cms,4/16/26
2026-04-16 02:42:04+00:00,TechNode,TechNode Feed,"Tesla completes AI5 chip tape-out, to be manufactured by TSMC and Samsung","Tesla CEO Elon Musk said the company has completed the tape-out of its next-generation AI chip, AI5. He also thanked TSMC and Samsung, which will be responsible for producing the chip. On Wednesday, Musk said, “Congratulations to Tesla’s AI chip design team o…","Tesla CEO Elon Musk said the company has completed the tape-out of its next-generation AI chip, AI5. He also thanked TSMC and Samsung, which will be responsible for producing the chip. On Wednesday, … [+684 chars]",http://technode.com/2026/04/16/tesla-completes-ai5-chip-tape-out-to-be-manufactured-by-tsmc-and-samsung/,4/16/26
2026-04-16 01:46:49+00:00,Wccftech,Omar Sohail,"TSMC Will Force Smartphone Makers To Make Chipset Downgrades This Year, With DRAM Shortage Also Contributing To This Burden","The 2nm node is expected to be the most cutting-edge lithography the industry has ever laid eyes on, with none other than TSMC leading from the front with orders secured for AI chips and mobile SoCs. Unfortunately, the complexities of mass-producing these adv…","The 2nm node is expected to be the most cutting-edge lithography the industry has ever laid eyes on, with none other than TSMC leading from the front with orders secured for AI chips and mobile SoCs.… [+2191 chars]",https://wccftech.com/tsmc-to-force-smartphone-makers-to-make-chipset-downgrades-this-year/,4/16/26
2026-04-15 16:27:58+00:00,Tom's Hardware UK,"ashilov@gmail.com (Anton Shilov) , Anton Shilov","Elon Musk demonstrates first sample of Tesla AI5 processor, accidentally thanks TSC rather than TSMC — claims 40X performance boost over the predecessor","As Elon Musk shows off the first Tesla AI5 sample with a 384-bit memory interface, he says next-generation AI6 and Dojo 3 processors are in the works.","Elon Musk on Wednesday showcased an image of one of the first samples of Tesla's AI5 hardware that will be used to drive AI applications in Tesla's cars, Optimus robots, and potentially xAI data cent… [+4217 chars]",https://www.tomshardware.com/tech-industry/artificial-intelligence/elon-musk-demonstrates-first-sample-of-tesla-ai5-processor-accidentally-thanks-tsc-rather-than-tsmc-claims-40x-performance-boost-over-the-predecessor,4/15/26
2026-04-15 15:26:23+00:00,Ibtimes.com.au,George Anton,NVIDIA Stock Climbs 1.7% on AI Supercomputer Ramp as Blackwell Demand Fuels 2026 Growth Bets,NEW YORK — NVIDIA Corp. shares rose more than 1 percent in midday trading Wednesday as investors cheered ongoing production ramps of the company's Blackwell AI platform and expectations for explosive demand in agentic AI systems throughout 2026.,NEW YORK — NVIDIA Corp. shares rose more than 1 percent in midday trading Wednesday as investors cheered ongoing production ramps of the company's Blackwell AI platform and expectations for explosive… [+7101 chars],https://www.ibtimes.com.au/nvidia-stock-climbs-17-ai-supercomputer-ramp-blackwell-demand-fuels-2026-growth-bets-1866678,4/15/26
2026-04-15 11:45:25+00:00,Quartz India,Cris Tolomia,ASML raises 2026 sales forecast on AI chip demand,"The Dutch chipmaking equipment maker now expects full-year revenue of €36 billion to €40 billion, up from a prior range of €34 billion to €39 billion","ASML raised its full-year 2026 revenue forecast after first-quarter results beat expectations, with the company citing AI-driven chip demand that it said is outpacing available supply.
The Veldhoven… [+3005 chars]",https://qz.com/asml-2026-sales-forecast-raised-ai-chip-demand-041526,4/15/26
2026-04-15 08:32:09+00:00,Ibtimes.com.au,George Anton,Elon Musk Hails Tesla AI5 Chip Tape-Out Success as AI6 and Dojo3 Projects Gear Up for Launch,"AUSTIN, Texas — Elon Musk congratulated Tesla's AI chip design team Wednesday on completing the tape-out of its next-generation AI5 processor, marking a significant step forward in the electric vehicle maker's ambitious push to build custom silicon that could…","AUSTIN, Texas — Elon Musk congratulated Tesla's AI chip design team Wednesday on completing the tape-out of its next-generation AI5 processor, marking a significant step forward in the electric vehic… [+9302 chars]",https://www.ibtimes.com.au/elon-musk-hails-tesla-ai5-chip-tape-out-success-ai6-dojo3-projects-gear-launch-1866632,4/15/26
2026-04-15 05:12:02+00:00,CNBC,Arjun Kharpal,Chip giant ASML raises 2026 guidance as AI semiconductor demand stays strong,ASML beat first-quarter revenue and profit expectations and raised its sales guidance for 2026.,"ASML raised its sales forecast for 2026 after it beat first-quarter revenue and profit expectations, driven by continued demand for chips related to AI. 
Here's how ASML did versus LSEG consensus es… [+1619 chars]",https://www.cnbc.com/2026/04/15/asml-q1-2026-earnings-report.html,4/15/26
2026-04-14 13:46:07+00:00,Ibtimes.com.au,Tony Jackson,Astera Labs Stock Slides 3.2% Amid AI Boom Despite Strong Growth Outlook,"NEW YORK — Shares of Astera Labs Inc. fell more than 3% in early trading Tuesday as the semiconductor company specializing in high-speed connectivity for artificial intelligence infrastructure gave back some of its recent sharp gains, even as analysts continu…",NEW YORK — Shares of Astera Labs Inc. fell more than 3% in early trading Tuesday as the semiconductor company specializing in high-speed connectivity for artificial intelligence infrastructure gave b… [+6529 chars],https://www.ibtimes.com.au/astera-labs-stock-slides-32-amid-ai-boom-despite-strong-growth-outlook-1866531,4/14/26
2026-04-14 09:00:48+00:00,Geeky Gadgets,Roland Hutchinson,Apple’s iPhone Fold Set for September 2026 Launch: Everything We Know,"Apple is preparing to make a significant entry into the foldable smartphone market with the highly anticipated iPhone Fold. Expected to debut at Apple’s September 2026 event, this device represents a major evolution in the company’s product lineup. Designed t…","Apple is preparing to make a significant entry into the foldable smartphone market with the highly anticipated iPhone Fold. Expected to debut at Apples September 2026 event, this device represents a … [+8137 chars]",https://www.geeky-gadgets.com/apple-foldable-iphone-supply/,4/14/26
2026-04-14 03:14:02+00:00,Madshrimps.be,Stefan,Apple Ramps Up MacBook Neo Production to 10 Million Units Amid Strong Demand,"Apple has informed its supply chain that the company now aims to produce a total of 10 million first-generation MacBook Neo laptops, as consumer demand has been phenomenal. Initially, with the MacBook Neo launch, Apple expected consumers to purchase between 5…","Apple has informed its supply chain that the company now aims to produce a total of 10 million first-generation MacBook Neo laptops, as consumer demand has been phenomenal. Initially, with the MacBoo… [+468 chars]",https://www.madshrimps.be/news/apple-ramps-up-macbook-neo-production-to-10-million-units-amid-strong-demand/,4/14/26
2026-04-13 15:45:43+00:00,Techpowerup.com,AleksandarK,Apple Ramps Up MacBook Neo Production to 10 Million Units Amid Strong Demand,"Apple has informed its supply chain that the company now aims to produce a total of 10 million first-generation MacBook Neo laptops, as consumer demand has been phenomenal. Initially, with the MacBook Neo launch, Apple expected consumers to purchase between 5…","This should only take a few seconds. If you have issues, please do contact us, we want to learn about any problems.
Drag the handle to the target
Need help? Contact Us. Please mention your IP: 192.… [+8 chars]",https://www.techpowerup.com/348188/apple-ramps-up-macbook-neo-production-to-10-million-units-amid-strong-demand,4/13/26
2026-04-13 09:30:00+00:00,The American Prospect,Emma Janssen,How the Iran War Threatens the AI Economy,"Supply chain disruptions threaten the flow of computer chips, which power AI models.
The post How the Iran War Threatens the AI Economy appeared first on The American Prospect.","Nearly 50 days into the Iran war, disruptions to the global energy supply chain continue to grow. Though the U.S., Iran, and Israel agreed to a fragile cease-fire on April 7, the Strait of Hormuz rem… [+8041 chars]",http://prospect.org/2026/04/13/how-iran-war-threatens-ai-economy-semiconductors-supply-chain-strait-hormuz/,4/13/26
2026-04-13 03:29:49+00:00,The Times of India,Reuters,TSMC likely to book fourth straight quarter of record profit on insatiable AI demand,"On Thursday, ​TSMC is expected to report a net profit of $17.1 billion for the quarter, according to an LSEG SmartEstimate compiled from 19 analysts. The war in the Middle East threatens to disrupt the supply of production materials for semiconductors such as…","TSMC, the world's largest manufacturer of advanced artificial intelligence chips, will likely notch up a fourth consecutive quarter of record earnings with a 50% surge in net profit for January-March… [+2259 chars]",https://economictimes.indiatimes.com/tech/technology/tsmc-likely-to-book-fourth-straight-quarter-of-record-profit-on-insatiable-ai-demand/articleshow/130224219.cms,4/13/26
2026-04-13 03:25:42+00:00,BusinessLine,Reuters,TSMC likely to book fourth straight quarter of record profit on insatiable AI demand,"Any profit result ‌above T$505.7 billion would mark the
company's highest-ever quarterly net income ​and its ninth
consecutive quarter of profit growth","TSMC, the world's largest manufacturer of advanced artificial intelligence chips, will
likely notch up a fourth consecutive quarter of record earnings
with a 50% surge in net profit for January-Mar… [+2301 chars]",https://www.thehindubusinessline.com/info-tech/tsmc-likely-to-book-fourth-straight-quarter-of-record-profit-oninsatiable-ai-demand/article70856149.ece,4/13/26
